bus_route_name,bus_route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),17:00,04h 40m,21:40,3.5,700,27
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),16:30,05h 25m,21:55,2.6,590,27
